STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,UATYPE20
"08","031","001800","08031001800","18",Census Tract 18,G5020,S,975124,0,"+39.7309653","-104.9958422",U
"08","005","086200","08005086200","862",Census Tract 862,G5020,S,2214610,8158,"+39.6187150","-104.7456523",U
"08","005","085400","08005085400","854",Census Tract 854,G5020,S,1887857,0,"+39.6199595","-104.7650013",U
"08","031","002000","08031002000","20",Census Tract 20,G5020,S,787300,0,"+39.7353735","-104.9911970",U
"08","031","002402","08031002402","24.02",Census Tract 24.02,G5020,S,411253,0,"+39.7500576","-104.9755909",U
"08","005","005633","08005005633","56.33",Census Tract 56.33,G5020,S,1954635,0,"+39.5774982","-105.0034557",U
"08","005","005800","08005005800","58",Census Tract 58,G5020,S,1210927,0,"+39.6638957","-104.9786537",U
"08","005","005951","08005005951","59.51",Census Tract 59.51,G5020,S,1434637,0,"+39.6558900","-104.9794296",U
"08","005","005952","08005005952","59.52",Census Tract 59.52,G5020,S,1019733,0,"+39.6566371","-104.9637307",U
"08","005","006000","08005006000","60",Census Tract 60,G5020,S,2578925,51185,"+39.6467022","-105.0000158",U
"08","005","084900","08005084900","849",Census Tract 849,G5020,S,1679918,0,"+39.6150848","-104.8031938",U
"08","014","030900","08014030900","309",Census Tract 309,G5020,S,5421899,40005,"+39.9458043","-105.0713208",U
"08","123","002009","08123002009","20.09",Census Tract 20.09,G5020,S,42751757,5459,"+40.0509093","-105.0062175",
"08","005","006712","08005006712","67.12",Census Tract 67.12,G5020,S,5018622,4716,"+39.6120244","-104.9083836",U
"08","031","005104","08031005104","51.04",Census Tract 51.04,G5020,S,742038,0,"+39.6847737","-104.9356207",U
"08","031","005200","08031005200","52",Census Tract 52,G5020,S,2051682,0,"+39.6854880","-104.9149990",U
"08","031","006814","08031006814","68.14",Census Tract 68.14,G5020,S,2077433,0,"+39.6593147","-104.8777978",U
"08","031","001500","08031001500","15",Census Tract 15,G5020,S,5302530,2641,"+39.7811003","-104.9863420",U
"08","031","002602","08031002602","26.02",Census Tract 26.02,G5020,S,393281,0,"+39.7433380","-104.9771526",U
"08","005","006100","08005006100","61",Census Tract 61,G5020,S,1135104,0,"+39.6449228","-104.9830565",U
"08","031","002801","08031002801","28.01",Census Tract 28.01,G5020,S,753261,0,"+39.7239208","-104.9782121",U
"08","031","002802","08031002802","28.02",Census Tract 28.02,G5020,S,886798,0,"+39.7177365","-104.9841763",U
"08","005","006200","08005006200","62",Census Tract 62,G5020,S,2489280,34903,"+39.6364179","-105.0025013",U
"08","005","006300","08005006300","63",Census Tract 63,G5020,S,1299983,0,"+39.6313120","-104.9832134",U
"08","005","006400","08005006400","64",Census Tract 64,G5020,S,2330634,69148,"+39.6285046","-105.0022166",U
"08","005","006601","08005006601","66.01",Census Tract 66.01,G5020,S,1940243,4847,"+39.6176107","-104.9967415",U
"08","005","082100","08005082100","821",Census Tract 821,G5020,S,1947366,0,"+39.7020373","-104.8008256",U
"08","005","082700","08005082700","827",Census Tract 827,G5020,S,1218094,0,"+39.6915301","-104.7851000",U
"08","005","086400","08005086400","864",Census Tract 864,G5020,S,8050955,0,"+39.5824685","-104.7650761",U
"08","005","082800","08005082800","828",Census Tract 828,G5020,S,1969208,0,"+39.6851884","-104.7800166",U
"08","005","083500","08005083500","835",Census Tract 835,G5020,S,1883407,0,"+39.6733466","-104.7815904",U
"08","005","083300","08005083300","833",Census Tract 833,G5020,S,1922094,0,"+39.6622510","-104.7802179",U
"08","005","006704","08005006704","67.04",Census Tract 67.04,G5020,S,11003644,162903,"+39.6354343","-104.9393604",U
"08","005","006705","08005006705","67.05",Census Tract 67.05,G5020,S,5057816,31511,"+39.6378062","-104.9681018",U
"08","005","006706","08005006706","67.06",Census Tract 67.06,G5020,S,2260864,326090,"+39.5879485","-104.9136313",U
"08","005","006707","08005006707","67.07",Census Tract 67.07,G5020,S,3204915,0,"+39.5873185","-104.8924857",U
"08","013","013503","08013013503","135.03",Census Tract 135.03,G5020,S,1950401,0,"+40.1812420","-105.0953408",U
"08","003","960202","08003960202","9602.02",Census Tract 9602.02,G5020,S,12050689,79756,"+37.4984075","-105.9157769",U
"08","003","960201","08003960201","9602.01",Census Tract 9602.01,G5020,S,10890582,0,"+37.4767066","-105.8455965",
"08","101","001500","08101001500","15",Census Tract 15,G5020,S,1287594,0,"+38.2620736","-104.6318003",U
"08","101","001600","08101001600","16",Census Tract 16,G5020,S,2522133,169927,"+38.2659163","-104.6495333",U
"08","101","001700","08101001700","17",Census Tract 17,G5020,S,3118760,0,"+38.2492761","-104.6537706",U
"08","013","012101","08013012101","121.01",Census Tract 121.01,G5020,S,2975938,0,"+40.0297523","-105.2897946",
"08","013","012105","08013012105","121.05",Census Tract 121.05,G5020,S,2471067,470,"+40.0502082","-105.2772891",
"08","053","973100","08053973100","9731",Census Tract 9731,G5020,S,2893614472,15324685,"+37.8115187","-107.3839736",
"08","091","967601","08091967601","9676.01",Census Tract 9676.01,G5020,S,403388409,64618,"+38.2686054","-107.9044119",
"08","091","967602","08091967602","9676.02",Census Tract 9676.02,G5020,S,996944214,3921674,"+38.1235121","-107.7003856",
"08","013","012501","08013012501","125.01",Census Tract 125.01,G5020,S,3430635,24163,"+39.9901057","-105.2202002",
"08","013","012505","08013012505","125.05",Census Tract 125.05,G5020,S,15085913,10340,"+39.9870088","-105.2999647",U
"08","013","012507","08013012507","125.07",Census Tract 125.07,G5020,S,1639851,0,"+39.9918955","-105.2506161",U
"08","101","000500","08101000500","5",Census Tract 5,G5020,S,3534018,19348,"+38.2953445","-104.6109375",U
"08","101","000100","08101000100","1",Census Tract 1,G5020,S,3436484,4876,"+38.3050168","-104.6332234",U
"08","101","000300","08101000300","3",Census Tract 3,G5020,S,1250491,0,"+38.2863382","-104.6295838",U
"08","101","000400","08101000400","4",Census Tract 4,G5020,S,1666005,0,"+38.2920568","-104.6234417",U
"08","005","005628","08005005628","56.28",Census Tract 56.28,G5020,S,2568254,0,"+39.5877989","-104.9321962",U
"08","005","006711","08005006711","67.11",Census Tract 67.11,G5020,S,2593043,0,"+39.6023091","-104.9134955",U
"08","001","009603","08001009603","96.03",Census Tract 96.03,G5020,S,2141077,0,"+39.8415779","-105.0460982",U
"08","059","980700","08059980700","9807",Census Tract 9807,G5020,S,31159309,306433,"+39.8935884","-105.2002605",
"08","059","060501","08059060501","605.01",Census Tract 605.01,G5020,S,28136251,103476,"+39.8828944","-105.1551676",
"08","059","011807","08059011807","118.07",Census Tract 118.07,G5020,S,580176,9282,"+39.7081402","-105.0759318",U
"08","059","011808","08059011808","118.08",Census Tract 118.08,G5020,S,344124,10126,"+39.7025635","-105.0780420",U
"08","059","009855","08059009855","98.55",Census Tract 98.55,G5020,S,7161158,37762,"+39.7269172","-105.2193390",U
"08","059","011101","08059011101","111.01",Census Tract 111.01,G5020,S,2630152,1607,"+39.7325308","-105.1017729",U
"08","059","011102","08059011102","111.02",Census Tract 111.02,G5020,S,1302907,0,"+39.7329155","-105.0861232",U
"08","059","011551","08059011551","115.51",Census Tract 115.51,G5020,S,2156822,13726,"+39.7314550","-105.0706506",U
"08","059","009853","08059009853","98.53",Census Tract 98.53,G5020,S,3501267,4849,"+39.8110334","-105.2077043",
"08","059","009856","08059009856","98.56",Census Tract 98.56,G5020,S,3409431,0,"+39.7181691","-105.1992855",U
"08","059","011552","08059011552","115.52",Census Tract 115.52,G5020,S,1703026,308,"+39.7339613","-105.0586408",U
"08","059","009854","08059009854","98.54",Census Tract 98.54,G5020,S,15158176,64490,"+39.7822558","-105.2081255",U
"08","059","009858","08059009858","98.58",Census Tract 98.58,G5020,S,260263632,1209627,"+39.8270131","-105.3192732",
"08","059","009857","08059009857","98.57",Census Tract 98.57,G5020,S,8887800,45571,"+39.7625216","-105.2588673",U
"08","059","980800","08059980800","9808",Census Tract 9808,G5020,S,4579309,6171,"+39.7591605","-105.1967474",U
"08","051","963601","08051963601","9636.01",Census Tract 9636.01,G5020,S,841033395,1194883,"+38.6704993","-107.0568798",
"08","051","963602","08051963602","9636.02",Census Tract 9636.02,G5020,S,2426561090,9534513,"+38.6700595","-106.5421857",
"08","051","963701","08051963701","9637.01",Census Tract 9637.01,G5020,S,5194595,0,"+38.5463262","-106.9415570",
"08","051","963702","08051963702","9637.02",Census Tract 9637.02,G5020,S,9128981,0,"+38.5430003","-106.9185931",U
"08","005","005627","08005005627","56.27",Census Tract 56.27,G5020,S,2596145,3101,"+39.5883602","-104.9509100",U
"08","005","081300","08005081300","813",Census Tract 813,G5020,S,1174975,0,"+39.6899412","-104.8148643",U
"08","005","084000","08005084000","840",Census Tract 840,G5020,S,883774,0,"+39.6462937","-104.7945883",U
"08","041","004100","08041004100","41",Census Tract 41,G5020,S,2485191,0,"+38.7628249","-104.7470376",U
"08","041","004701","08041004701","47.01",Census Tract 47.01,G5020,S,2235336,0,"+38.9232182","-104.7830597",U
"08","001","009607","08001009607","96.07",Census Tract 96.07,G5020,S,2225743,439379,"+39.8142810","-105.0397078",U
"08","041","001600","08041001600","16",Census Tract 16,G5020,S,1578303,9954,"+38.8444894","-104.8237983",U
"08","041","001700","08041001700","17",Census Tract 17,G5020,S,785530,0,"+38.8447519","-104.8138738",U
"08","005","005552","08005005552","55.52",Census Tract 55.52,G5020,S,2103930,62055,"+39.6477568","-105.0229576",U
"08","041","002000","08041002000","20",Census Tract 20,G5020,S,3446170,0,"+38.8494231","-104.7665919",U
"08","031","004110","08031004110","41.10",Census Tract 41.10,G5020,S,6465786,32253,"+39.7674283","-104.8640727",U
"08","031","002101","08031002101","21.01",Census Tract 21.01,G5020,S,880925,0,"+39.7220354","-104.9938290",U
"08","031","004406","08031004406","44.06",Census Tract 44.06,G5020,S,1700468,0,"+39.7250266","-104.8978195",U
"08","041","001302","08041001302","13.02",Census Tract 13.02,G5020,S,3054641,0,"+38.8564697","-104.8543921",U
"08","001","009608","08001009608","96.08",Census Tract 96.08,G5020,S,1339321,132762,"+39.8112783","-105.0495884",U
"08","014","030500","08014030500","305",Census Tract 305,G5020,S,4921819,204895,"+39.9452625","-105.0404440",U
"08","014","031000","08014031000","310",Census Tract 310,G5020,S,3497193,56202,"+39.9492707","-105.0198719",U
"08","041","005201","08041005201","52.01",Census Tract 52.01,G5020,S,1627803,29021,"+38.8183449","-104.7733632",U
"08","005","081200","08005081200","812",Census Tract 812,G5020,S,1337016,0,"+39.6894218","-104.8241140",U
"08","005","007101","08005007101","71.01",Census Tract 71.01,G5020,S,1197664552,11087383,"+39.6513626","-104.0580860",
"08","005","007500","08005007500","75",Census Tract 75,G5020,S,856638,0,"+39.7332593","-104.8400870",U
"08","041","003906","08041003906","39.06",Census Tract 39.06,G5020,S,4907947,0,"+38.9517685","-104.7845449",U
"08","041","004703","08041004703","47.03",Census Tract 47.03,G5020,S,2330930,0,"+38.9205918","-104.7635776",U
"08","041","004800","08041004800","48",Census Tract 48,G5020,S,2386918,0,"+38.9098202","-104.7735643",U
"08","005","005551","08005005551","55.51",Census Tract 55.51,G5020,S,3105594,7882,"+39.6632487","-105.0139798",U
"08","005","005630","08005005630","56.30",Census Tract 56.30,G5020,S,2583009,12972,"+39.5767913","-104.9527702",U
"08","005","005553","08005005553","55.53",Census Tract 55.53,G5020,S,2461301,147866,"+39.6327228","-105.0230623",U
"08","005","005611","08005005611","56.11",Census Tract 56.11,G5020,S,4013229,2002,"+39.6026756","-104.9736893",U
"08","005","005612","08005005612","56.12",Census Tract 56.12,G5020,S,3875695,7516,"+39.6167999","-104.9727279",U
"08","005","005614","08005005614","56.14",Census Tract 56.14,G5020,S,2327961,0,"+39.6022192","-104.9506453",U
"08","005","005619","08005005619","56.19",Census Tract 56.19,G5020,S,3814519,453882,"+39.6184954","-105.0420335",U
"08","005","005620","08005005620","56.20",Census Tract 56.20,G5020,S,986145,54536,"+39.6192276","-105.0224562",U
"08","001","009553","08001009553","95.53",Census Tract 95.53,G5020,S,7630948,111055,"+39.8109834","-104.9913163",U
"08","005","005621","08005005621","56.21",Census Tract 56.21,G5020,S,2595947,19519,"+39.5975536","-105.0474084",U
"08","041","001800","08041001800","18",Census Tract 18,G5020,S,1281857,0,"+38.8430499","-104.8022651",U
"08","005","005622","08005005622","56.22",Census Tract 56.22,G5020,S,5456351,1592482,"+39.5882426","-105.0396733",U
"08","005","005624","08005005624","56.24",Census Tract 56.24,G5020,S,1998744,2603,"+39.5857130","-104.9996187",U
"08","005","005625","08005005625","56.25",Census Tract 56.25,G5020,S,1875830,6454,"+39.5881720","-104.9820200",U
"08","005","005626","08005005626","56.26",Census Tract 56.26,G5020,S,2013684,0,"+39.5881026","-104.9675022",U
"08","005","005629","08005005629","56.29",Census Tract 56.29,G5020,S,2567686,18075,"+39.5709676","-104.9328223",U
"08","005","084700","08005084700","847",Census Tract 847,G5020,S,1738397,0,"+39.6455712","-104.8038517",U
"08","005","083400","08005083400","834",Census Tract 834,G5020,S,2716970,0,"+39.6604343","-104.7627207",U
"08","005","005631","08005005631","56.31",Census Tract 56.31,G5020,S,1673406,4048,"+39.5733625","-104.9686148",U
"08","005","007703","08005007703","77.03",Census Tract 77.03,G5020,S,1839892,0,"+39.7202602","-104.8578156",U
"08","079","973600","08079973600","9736",Census Tract 9736,G5020,S,2268209076,5222161,"+37.5490672","-107.0032360",
"08","107","000703","08107000703","7.03",Census Tract 7.03,G5020,S,147313398,240025,"+40.4399782","-106.7296763",
"08","107","000702","08107000702","7.02",Census Tract 7.02,G5020,S,750153,0,"+40.4467883","-106.8048425",U
"08","107","000701","08107000701","7.01",Census Tract 7.01,G5020,S,3620712,18908,"+40.4613338","-106.8098539",U
"08","013","013202","08013013202","132.02",Census Tract 132.02,G5020,S,63330974,2252651,"+40.1394325","-105.2343456",
"08","013","012401","08013012401","124.01",Census Tract 124.01,G5020,S,1118147,0,"+40.0040854","-105.2753824",U
"08","013","012510","08013012510","125.10",Census Tract 125.10,G5020,S,50711627,87793,"+39.9529586","-105.2704198",
"08","031","004108","08031004108","41.08",Census Tract 41.08,G5020,S,2302497,0,"+39.7556737","-104.8754684",U
"08","031","012016","08031012016","120.16",Census Tract 120.16,G5020,S,990616,3606,"+39.6267045","-105.0983430",U
"08","031","003501","08031003501","35.01",Census Tract 35.01,G5020,S,4657968,20,"+39.7812624","-104.9619170",U
"08","031","004308","08031004308","43.08",Census Tract 43.08,G5020,S,791214,0,"+39.7297392","-104.9357473",U
"08","031","004309","08031004309","43.09",Census Tract 43.09,G5020,S,1332722,0,"+39.7328214","-104.9176211",U
"08","031","001705","08031001705","17.05",Census Tract 17.05,G5020,S,377141,0,"+39.7544510","-105.0011626",U
"08","031","001602","08031001602","16.02",Census Tract 16.02,G5020,S,970882,0,"+39.7608828","-104.9930279",U
"08","031","001703","08031001703","17.03",Census Tract 17.03,G5020,S,271986,0,"+39.7564642","-105.0045231",U
"08","031","980200","08031980200","9802",Census Tract 9802,G5020,S,1671282,0,"+39.7458199","-105.0082706",U
"08","031","001707","08031001707","17.07",Census Tract 17.07,G5020,S,638896,0,"+39.7433590","-104.9948428",U
"08","031","004307","08031004307","43.07",Census Tract 43.07,G5020,S,614543,0,"+39.7369461","-104.9352242",U
"08","031","002704","08031002704","27.04",Census Tract 27.04,G5020,S,344920,0,"+39.7376340","-104.9836355",U
"08","031","002706","08031002706","27.06",Census Tract 27.06,G5020,S,340238,0,"+39.7296622","-104.9836522",U
"08","031","002804","08031002804","28.04",Census Tract 28.04,G5020,S,204354,0,"+39.7182089","-104.9773949",U
"08","031","002102","08031002102","21.02",Census Tract 21.02,G5020,S,2977261,0,"+39.7131837","-104.9968922",U
"08","031","004310","08031004310","43.10",Census Tract 43.10,G5020,S,1289540,0,"+39.7328957","-104.9081259",U
"08","031","001601","08031001601","16.01",Census Tract 16.01,G5020,S,1278840,0,"+39.7666853","-104.9790951",U
"08","031","001603","08031001603","16.03",Census Tract 16.03,G5020,S,949345,0,"+39.7567984","-104.9857235",U
"08","031","001704","08031001704","17.04",Census Tract 17.04,G5020,S,489769,0,"+39.7509702","-104.9976332",U
"08","031","005003","08031005003","50.03",Census Tract 50.03,G5020,S,978110,0,"+39.7057889","-104.9078791",U
"08","031","000704","08031000704","7.04",Census Tract 7.04,G5020,S,720670,0,"+39.7376192","-105.0460817",U
"08","031","001706","08031001706","17.06",Census Tract 17.06,G5020,S,477572,0,"+39.7474781","-104.9909090",U
"08","031","002405","08031002405","24.05",Census Tract 24.05,G5020,S,569896,0,"+39.7508766","-104.9825132",U
"08","031","004109","08031004109","41.09",Census Tract 41.09,G5020,S,4644248,0,"+39.7971065","-104.8732621",
"08","031","004111","08031004111","41.11",Census Tract 41.11,G5020,S,5444225,1749,"+39.7881691","-104.8896848",U
"08","031","004113","08031004113","41.13",Census Tract 41.13,G5020,S,2718836,0,"+39.7700664","-104.8951472",U
"08","031","005004","08031005004","50.04",Census Tract 50.04,G5020,S,1131438,0,"+39.6941843","-104.9077711",U
"08","031","006903","08031006903","69.03",Census Tract 69.03,G5020,S,936328,0,"+39.6729464","-104.9082307",U
"08","031","006902","08031006902","69.02",Census Tract 69.02,G5020,S,1053097,0,"+39.6745428","-104.9203116",U
"08","031","002604","08031002604","26.04",Census Tract 26.04,G5020,S,230082,0,"+39.7416634","-104.9836333",U
"08","031","004112","08031004112","41.12",Census Tract 41.12,G5020,S,1569577,0,"+39.7538587","-104.8958082",U
"08","031","003005","08031003005","30.05",Census Tract 30.05,G5020,S,905918,0,"+39.6913856","-104.9818299",U
"08","031","002705","08031002705","27.05",Census Tract 27.05,G5020,S,229175,0,"+39.7336287","-104.9836603",U
"08","031","002805","08031002805","28.05",Census Tract 28.05,G5020,S,359752,0,"+39.7138097","-104.9768763",U
"08","031","003801","08031003801","38.01",Census Tract 38.01,G5020,S,1176699,0,"+39.7193612","-104.9533161",U
"08","031","000503","08031000503","5.03",Census Tract 5.03,G5020,S,514451,0,"+39.7527213","-105.0369034",U
"08","067","970706","08067970706","9707.06",Census Tract 9707.06,G5020,S,560111633,7020788,"+37.5108975","-107.7025498",
"08","031","002707","08031002707","27.07",Census Tract 27.07,G5020,S,315263,0,"+39.7296441","-104.9764218",U
"08","031","002404","08031002404","24.04",Census Tract 24.04,G5020,S,371688,0,"+39.7572107","-104.9765507",U
"08","031","004407","08031004407","44.07",Census Tract 44.07,G5020,S,4307778,0,"+39.7176671","-104.8853817",U
"08","031","003502","08031003502","35.02",Census Tract 35.02,G5020,S,2086434,0,"+39.7864238","-104.9482000",U
"08","031","012015","08031012015","120.15",Census Tract 120.15,G5020,S,1507923,14530,"+39.6328130","-105.0957050",U
"08","067","970601","08067970601","9706.01",Census Tract 9706.01,G5020,S,205239978,0,"+37.2788093","-107.6899498",
"08","067","970602","08067970602","9706.02",Census Tract 9706.02,G5020,S,523098084,11153860,"+37.3388218","-107.5634436",
"08","067","970705","08067970705","9707.05",Census Tract 9707.05,G5020,S,223422543,14407,"+37.5514994","-107.8803170",
"08","041","002700","08041002700","27",Census Tract 27,G5020,S,2130532,193141,"+38.8302183","-104.8014605",U
"08","043","979002","08043979002","9790.02",Census Tract 9790.02,G5020,S,471867177,10296,"+38.3599695","-105.4681099",
"08","043","979001","08043979001","9790.01",Census Tract 9790.01,G5020,S,2142762327,132674,"+38.4660958","-105.6228860",
"08","029","965202","08029965202","9652.02",Census Tract 9652.02,G5020,S,276263139,4980810,"+38.9757405","-107.8990733",
"08","029","965002","08029965002","9650.02",Census Tract 9650.02,G5020,S,409336240,1774946,"+38.9024940","-107.7900037",
"08","029","965001","08029965001","9650.01",Census Tract 9650.01,G5020,S,413448818,1538497,"+38.7316047","-107.6557298",
"08","029","965201","08029965201","9652.01",Census Tract 9652.01,G5020,S,8818544,0,"+38.9034727","-107.9298167",
"08","041","004515","08041004515","45.15",Census Tract 45.15,G5020,S,11208016,0,"+38.7067544","-104.6622771",
"08","059","010308","08059010308","103.08",Census Tract 103.08,G5020,S,4889862,18359,"+39.7960661","-105.1137379",U
"08","041","004200","08041004200","42",Census Tract 42,G5020,S,1958303,0,"+38.7572799","-104.7343254",U
"08","041","004501","08041004501","45.01",Census Tract 45.01,G5020,S,13565107,42902,"+38.7739563","-104.7685202",U
"08","041","002101","08041002101","21.01",Census Tract 21.01,G5020,S,2732103,0,"+38.8331676","-104.7855982",U
"08","041","002102","08041002102","21.02",Census Tract 21.02,G5020,S,2621420,0,"+38.8323323","-104.7670208",U
"08","041","002200","08041002200","22",Census Tract 22,G5020,S,1729443,0,"+38.8302361","-104.8132278",U
"08","049","000100","08049000100","1",Census Tract 1,G5020,S,2845207099,20272600,"+40.0960460","-106.2929536",
"08","071","000800","08071000800","8",Census Tract 8,G5020,S,9749377171,605365,"+37.3781338","-103.8154592",
"08","085","966301","08085966301","9663.01",Census Tract 9663.01,G5020,S,1853732,0,"+38.4795208","-107.8685380",U
"08","085","966302","08085966302","9663.02",Census Tract 9663.02,G5020,S,9559874,0,"+38.4938953","-107.8831234",U
"08","085","966401","08085966401","9664.01",Census Tract 9664.01,G5020,S,2253021,0,"+38.4613136","-107.8566718",U
"08","085","966402","08085966402","9664.02",Census Tract 9664.02,G5020,S,5467052,0,"+38.4725234","-107.8605848",U
"08","105","977001","08105977001","9770.01",Census Tract 9770.01,G5020,S,1758619455,422972,"+37.4858534","-106.4531280",
"08","105","977002","08105977002","9770.02",Census Tract 9770.02,G5020,S,546724340,498405,"+37.6170488","-106.1384912",
"08","059","012052","08059012052","120.52",Census Tract 120.52,G5020,S,2433626,2126,"+39.5880202","-105.0815406",U
"08","059","009807","08059009807","98.07",Census Tract 98.07,G5020,S,1744770,9863,"+39.7429980","-105.1532900",U
"08","059","060400","08059060400","604",Census Tract 604,G5020,S,5231316,25393,"+39.8856275","-105.0555775",U
"08","059","009827","08059009827","98.27",Census Tract 98.27,G5020,S,4390342,157334,"+39.8758497","-105.0731784",U
"08","059","009830","08059009830","98.30",Census Tract 98.30,G5020,S,883543,1425,"+39.8572908","-105.0966498",U
"08","059","010206","08059010206","102.06",Census Tract 102.06,G5020,S,3225950,44861,"+39.8339198","-105.0920433",U
"08","059","010208","08059010208","102.08",Census Tract 102.08,G5020,S,2987062,251,"+39.8287575","-105.0745318",U
"08","059","010209","08059010209","102.09",Census Tract 102.09,G5020,S,2554580,7575,"+39.8339829","-105.0624546",U
"08","059","010210","08059010210","102.10",Census Tract 102.10,G5020,S,2799144,39218,"+39.8232499","-105.1005649",U
"08","059","010211","08059010211","102.11",Census Tract 102.11,G5020,S,1786500,2378,"+39.8164845","-105.0858913",U
"08","059","010212","08059010212","102.12",Census Tract 102.12,G5020,S,2274166,1071,"+39.8116877","-105.0737660",U
"08","059","010213","08059010213","102.13",Census Tract 102.13,G5020,S,2774092,248,"+39.8118857","-105.0602530",U
"08","059","010303","08059010303","103.03",Census Tract 103.03,G5020,S,3057933,6262,"+39.8214801","-105.1197694",U
"08","059","009831","08059009831","98.31",Census Tract 98.31,G5020,S,1845114,3625,"+39.8593907","-105.0666447",U
"08","059","009832","08059009832","98.32",Census Tract 98.32,G5020,S,1332724,0,"+39.8491051","-105.0579449",U
"08","059","009833","08059009833","98.33",Census Tract 98.33,G5020,S,2536468,183944,"+39.8496497","-105.0721087",U
"08","059","009834","08059009834","98.34",Census Tract 98.34,G5020,S,1842285,0,"+39.8506432","-105.0894523",U
"08","059","009835","08059009835","98.35",Census Tract 98.35,G5020,S,1856431,192531,"+39.8473662","-105.1022592",U
"08","059","009836","08059009836","98.36",Census Tract 98.36,G5020,S,6180740,33903,"+39.8360782","-105.1481048",U
"08","059","010304","08059010304","103.04",Census Tract 103.04,G5020,S,1350995,0,"+39.8105424","-105.1064009",U
"08","059","010305","08059010305","103.05",Census Tract 103.05,G5020,S,1661536,0,"+39.8061352","-105.0906552",U
"08","059","010307","08059010307","103.07",Census Tract 103.07,G5020,S,1488574,0,"+39.8065903","-105.1160821",U
"08","003","960100","08003960100","9601",Census Tract 9601,G5020,S,420506126,938349,"+37.4075614","-105.9746695",
"08","035","014109","08035014109","141.09",Census Tract 141.09,G5020,S,1545576,0,"+39.5466733","-104.9559512",U
"08","041","005110","08041005110","51.10",Census Tract 51.10,G5020,S,1980604,0,"+38.8631498","-104.7021708",U
"08","123","001408","08123001408","14.08",Census Tract 14.08,G5020,S,3247721,0,"+40.3988473","-104.7683557",U
"08","069","002005","08069002005","20.05",Census Tract 20.05,G5020,S,2582687,4105,"+40.3845931","-105.1058613",U
"08","014","980300","08014980300","9803",Census Tract 9803,G5020,S,105261,0,"+39.9543347","-105.1155685",
"08","099","000700","08099000700","7",Census Tract 7,G5020,S,2555465409,8145734,"+37.9120076","-102.4817982",
"08","001","009320","08001009320","93.20",Census Tract 93.20,G5020,S,1911265,5472,"+39.8518135","-105.0133976",U
"08","001","009322","08001009322","93.22",Census Tract 93.22,G5020,S,1289918,0,"+39.8784200","-105.0105392",U
"08","059","010402","08059010402","104.02",Census Tract 104.02,G5020,S,4026525,149839,"+39.7889834","-105.1073582",U
"08","059","010405","08059010405","104.05",Census Tract 104.05,G5020,S,1609580,28397,"+39.7974819","-105.0833343",U
"08","059","010406","08059010406","104.06",Census Tract 104.06,G5020,S,2786524,24471,"+39.7935347","-105.0636021",U
"08","033","000100","08033000100","1",Census Tract 1,G5020,S,2763958508,2716141,"+37.7338227","-108.5062192",
"08","059","009838","08059009838","98.38",Census Tract 98.38,G5020,S,4377637,4772,"+39.8189606","-105.1820401",U
"08","059","010502","08059010502","105.02",Census Tract 105.02,G5020,S,5946655,295053,"+39.7670195","-105.0945738",U
"08","059","010503","08059010503","105.03",Census Tract 105.03,G5020,S,3964477,111273,"+39.7673330","-105.1264548",U
"08","059","010504","08059010504","105.04",Census Tract 105.04,G5020,S,2313045,5084,"+39.7581644","-105.1260247",U
"08","059","010604","08059010604","106.04",Census Tract 106.04,G5020,S,1875430,157267,"+39.7806351","-105.0685379",U
"08","059","010702","08059010702","107.02",Census Tract 107.02,G5020,S,1669992,26688,"+39.7611899","-105.0595994",U
"08","059","010801","08059010801","108.01",Census Tract 108.01,G5020,S,2081809,246868,"+39.7508948","-105.1265493",U
"08","059","010901","08059010901","109.01",Census Tract 109.01,G5020,S,4539690,1361,"+39.7317322","-105.1418106",U
"08","059","010902","08059010902","109.02",Census Tract 109.02,G5020,S,2651184,3031,"+39.7313548","-105.1198013",U
"08","059","011000","08059011000","110",Census Tract 110,G5020,S,3914474,0,"+39.7474731","-105.0954668",U
"08","059","011202","08059011202","112.02",Census Tract 112.02,G5020,S,3896693,12075,"+39.7166303","-105.0954116",U
"08","059","011300","08059011300","113",Census Tract 113,G5020,S,1284657,0,"+39.7512150","-105.0626168",U
"08","003","960000","08003960000","9600",Census Tract 9600,G5020,S,1391578446,652350,"+37.5917311","-105.7534696",
"08","003","960300","08003960300","9603",Census Tract 9603,G5020,S,36617188,0,"+37.4510743","-105.8926748",U
"08","035","014110","08035014110","141.10",Census Tract 141.10,G5020,S,2692409,1317,"+39.5584875","-104.9498093",U
"08","035","014112","08035014112","141.12",Census Tract 141.12,G5020,S,1692298,4930,"+39.5486109","-104.9191516",U
"08","031","000401","08031000401","4.01",Census Tract 4.01,G5020,S,978390,0,"+39.7729368","-105.0182645",U
"08","035","014113","08035014113","141.13",Census Tract 141.13,G5020,S,1264691,0,"+39.5473717","-104.9076037",U
"08","035","014114","08035014114","141.14",Census Tract 141.14,G5020,S,3121590,0,"+39.5585875","-104.8936270",U
"08","031","000501","08031000501","5.01",Census Tract 5.01,G5020,S,1313701,716678,"+39.7524826","-105.0501134",U
"08","031","000600","08031000600","6",Census Tract 6,G5020,S,1278945,0,"+39.7521395","-105.0192168",U
